324 1542004214 1.411413 0.400000 1.374432 1.448393 0.797381
324 1542004215 1.411413 0.400000 1.374432 1.448393 0.797381
324 1542004216 1.411413 0.400000 1.374432 1.448393 0.797381
324 1542004217 1.411413 0.400000 1.374432 1.448393 0.797381
324 1542004218 1.411413 0.400000 1.374432 1.448393 0.797381
324 1542004219 1.770365 0.400000 1.746879 1.793852 1.253898
324 1542004220 1.770365 0.400000 1.746879 1.793852 1.253898
324 1542004221 1.770365 0.400000 1.746879 1.793852 1.253898
324 1542004222 1.770365 0.400000 1.746879 1.793852 1.253898
324 1542004223 1.770365 0.400000 1.746879 1.793852 1.253898
324 1542004224 2.355864 0.200000 2.355864 2.355864 1.110019
324 1542004225 2.355864 0.200000 2.355864 2.355864 1.110019
324 1542004226 2.355864 0.200000 2.355864 2.355864 1.110019
324 1542004227 2.355864 0.200000 2.355864 2.355864 1.110019
324 1542004228 2.355864 0.200000 2.355864 2.355864 1.110019
324 1542004229 4.222854 0.400000 3.894323 4.551385 7.176172
324 1542004230 4.222854 0.400000 3.894323 4.551385 7.176172
324 1542004231 4.222854 0.400000 3.894323 4.551385 7.176172
324 1542004232 4.222854 0.400000 3.894323 4.551385 7.176172
324 1542004233 4.222854 0.400000 3.894323 4.551385 7.176172
341 1542004234 21.344497 0.200000 21.344497 21.344497 91.117510
324 1542004234 4.022530 0.200000 4.022530 4.022530 3.236149
341 1542004235 21.344497 0.200000 21.344497 21.344497 91.117510
324 1542004235 4.022530 0.200000 4.022530 4.022530 3.236149
341 1542004236 21.344497 0.200000 21.344497 21.344497 91.117510
324 1542004236 4.022530 0.200000 4.022530 4.022530 3.236149
341 1542004237 21.344497 0.200000 21.344497 21.344497 91.117510
324 1542004237 4.022530 0.200000 4.022530 4.022530 3.236149
341 1542004238 21.344497 0.200000 21.344497 21.344497 91.117510
324 1542004238 4.022530 0.200000 4.022530 4.022530 3.236149
341 1542004239 20.851033 0.200000 20.851033 20.851033 86.953115
324 1542004239 5.510068 0.200000 5.510068 5.510068 6.072170
341 1542004240 20.851033 0.200000 20.851033 20.851033 86.953115
324 1542004240 5.510068 0.200000 5.510068 5.510068 6.072170
341 1542004241 20.851033 0.200000 20.851033 20.851033 86.953115
324 1542004241 5.510068 0.200000 5.510068 5.510068 6.072170
341 1542004242 20.851033 0.200000 20.851033 20.851033 86.953115
324 1542004242 5.510068 0.200000 5.510068 5.510068 6.072170
341 1542004243 20.851033 0.200000 20.851033 20.851033 86.953115
324 1542004243 5.510068 0.200000 5.510068 5.510068 6.072170
341 1542004244 24.342014 0.400000 24.272201 24.411828 237.015416
324 1542004244 6.011080 0.400000 5.587965 6.434194 14.524841
341 1542004245 24.342014 0.400000 24.272201 24.411828 237.015416
324 1542004245 6.011080 0.400000 5.587965 6.434194 14.524841
341 1542004246 24.342014 0.400000 24.272201 24.411828 237.015416
324 1542004246 6.011080 0.400000 5.587965 6.434194 14.524841
341 1542004247 24.342014 0.400000 24.272201 24.411828 237.015416
324 1542004247 6.011080 0.400000 5.587965 6.434194 14.524841
341 1542004248 24.342014 0.400000 24.272201 24.411828 237.015416
324 1542004248 6.011080 0.400000 5.587965 6.434194 14.524841
341 1542004249 21.141991 0.200000 21.141991 21.141991 89.396758
324 1542004249 8.385679 0.200000 8.385679 8.385679 14.063922
341 1542004250 21.141991 0.200000 21.141991 21.141991 89.396758
324 1542004250 8.385679 0.200000 8.385679 8.385679 14.063922
341 1542004251 21.141991 0.200000 21.141991 21.141991 89.396758
324 1542004251 8.385679 0.200000 8.385679 8.385679 14.063922
341 1542004252 21.141991 0.200000 21.141991 21.141991 89.396758
324 1542004252 8.385679 0.200000 8.385679 8.385679 14.063922
341 1542004253 21.141991 0.200000 21.141991 21.141991 89.396758
324 1542004253 8.385679 0.200000 8.385679 8.385679 14.063922
324 1542004254 7.779935 0.200000 7.779935 7.779935 12.105477
324 1542004255 7.779935 0.200000 7.779935 7.779935 12.105477
324 1542004256 7.779935 0.200000 7.779935 7.779935 12.105477
324 1542004257 7.779935 0.200000 7.779935 7.779935 12.105477
324 1542004258 7.779935 0.200000 7.779935 7.779935 12.105477
341 1542004259 28.949888 0.200000 28.949888 28.949888 167.619203
324 1542004259 11.881024 0.600000 11.456550 12.469740 84.805984
341 1542004260 28.949888 0.200000 28.949888 28.949888 167.619203
324 1542004260 11.881024 0.600000 11.456550 12.469740 84.805984
341 1542004261 28.949888 0.200000 28.949888 28.949888 167.619203
324 1542004261 11.881024 0.600000 11.456550 12.469740 84.805984
341 1542004262 28.949888 0.200000 28.949888 28.949888 167.619203
324 1542004262 11.881024 0.600000 11.456550 12.469740 84.805984
341 1542004263 28.949888 0.200000 28.949888 28.949888 167.619203
324 1542004263 11.881024 0.600000 11.456550 12.469740 84.805984
341 1542004264 29.719056 0.200000 29.719056 29.719056 176.644457
324 1542004264 7.527065 0.600000 6.454277 8.425321 34.391664
341 1542004265 29.719056 0.200000 29.719056 29.719056 176.644457
324 1542004265 7.527065 0.600000 6.454277 8.425321 34.391664
341 1542004266 29.719056 0.200000 29.719056 29.719056 176.644457
324 1542004266 7.527065 0.600000 6.454277 8.425321 34.391664
341 1542004267 29.719056 0.200000 29.719056 29.719056 176.644457
324 1542004267 7.527065 0.600000 6.454277 8.425321 34.391664
341 1542004268 29.719056 0.200000 29.719056 29.719056 176.644457
324 1542004268 7.527065 0.600000 6.454277 8.425321 34.391664
341 1542004269 36.489508 0.200000 36.489508 36.489508 266.296841
324 1542004269 10.570563 0.200000 10.570563 10.570563 22.347361
341 1542004270 36.489508 0.200000 36.489508 36.489508 266.296841
324 1542004270 10.570563 0.200000 10.570563 10.570563 22.347361
341 1542004271 36.489508 0.200000 36.489508 36.489508 266.296841
324 1542004271 10.570563 0.200000 10.570563 10.570563 22.347361
341 1542004272 36.489508 0.200000 36.489508 36.489508 266.296841
324 1542004272 10.570563 0.200000 10.570563 10.570563 22.347361
341 1542004273 36.489508 0.200000 36.489508 36.489508 266.296841
324 1542004273 10.570563 0.200000 10.570563 10.570563 22.347361
341 1542004308 38.379156 0.800000 36.686939 40.740415 1180.126709
341 1542004307 38.379156 0.800000 36.686939 40.740415 1180.126709
341 1542004306 38.379156 0.800000 36.686939 40.740415 1180.126709
341 1542004305 38.379156 0.800000 36.686939 40.740415 1180.126709
341 1542004304 38.379156 0.800000 36.686939 40.740415 1180.126709
341 1542004303 43.013990 0.800000 39.673724 47.908948 1487.591454
341 1542004302 43.013990 0.800000 39.673724 47.908948 1487.591454
341 1542004301 43.013990 0.800000 39.673724 47.908948 1487.591454
341 1542004300 43.013990 0.800000 39.673724 47.908948 1487.591454
341 1542004299 43.013990 0.800000 39.673724 47.908948 1487.591454
341 1542004298 49.542691 0.400000 48.258718 50.826665 982.450746
341 1542004297 49.542691 0.400000 48.258718 50.826665 982.450746
341 1542004296 49.542691 0.400000 48.258718 50.826665 982.450746
341 1542004295 49.542691 0.400000 48.258718 50.826665 982.450746
341 1542004294 49.542691 0.400000 48.258718 50.826665 982.450746
341 1542004293 46.179322 0.200000 46.179322 46.179322 426.505956
341 1542004292 46.179322 0.200000 46.179322 46.179322 426.505956
341 1542004291 46.179322 0.200000 46.179322 46.179322 426.505956
341 1542004290 46.179322 0.200000 46.179322 46.179322 426.505956
341 1542004289 46.179322 0.200000 46.179322 46.179322 426.505956
341 1542004288 42.588240 0.200000 42.588240 42.588240 362.751640
341 1542004287 42.588240 0.200000 42.588240 42.588240 362.751640
341 1542004286 42.588240 0.200000 42.588240 42.588240 362.751640
341 1542004285 42.588240 0.200000 42.588240 42.588240 362.751640
341 1542004284 42.588240 0.200000 42.588240 42.588240 362.751640
344 1542004328 45.135325 4.000000 19.338352 87.488760 10732.836388
344 1542004327 45.135325 4.000000 19.338352 87.488760 10732.836388
344 1542004326 45.135325 4.000000 19.338352 87.488760 10732.836388
344 1542004325 45.135325 4.000000 19.338352 87.488760 10732.836388
344 1542004324 45.135325 4.000000 19.338352 87.488760 10732.836388
